File,Frequency,BlockFrequency,CumulativeSums,CumulativeSums,Runs,LongestRun,Rank,FFT,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,NonOverlappingTemplate,OverlappingTemplate,Universal,ApproximateEntropy,RandomExcursions,RandomExcursions,RandomExcursions,RandomExcursions,RandomExcursions,RandomExcursions,RandomExcursions,RandomExcursions,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,RandomExcursionsVariant,Serial,Serial,LinearComplexity
Result50Enc,0.696537,0.623418,0.852953,0.597533,0.061741,0.081212,0.589607,0.358795,0.275043,0.554614,0.612670,0.108055,0.433843,0.937437,0.564925,0.213303,0.477278,0.928436,0.831060,0.623200,0.408001,0.028151,0.856171,0.125591,0.882845,0.331140,0.740490,0.078550,0.692252,0.666602,0.218564,0.695431,0.454708,0.560864,0.687772,0.741293,0.918369,0.455557,0.449627,0.074926,0.975703,0.034021,0.327572,0.467861,0.012447,0.423152,0.871262,0.787788,0.433015,0.209934,0.027304,0.141738,0.253827,0.132692,0.030798,0.245516,0.650118,0.399462,0.343794,0.974204,0.377448,0.437058,0.571908,0.832178,0.979028,0.323601,0.725133,0.670748,0.857033,0.003585,0.878590,0.635052,0.893696,0.125994,0.396901,0.324548,0.134264,0.184115,0.712555,0.044247,0.744847,0.273594,0.275043,0.313904,0.887812,0.798111,0.657710,0.937502,0.588636,0.370722,0.792588,0.728379,0.753401,0.844694,0.073484,0.617991,0.975438,0.445941,0.083505,0.801876,0.890558,0.172771,0.525415,0.856554,0.478584,0.813564,0.589340,0.477387,0.350468,0.615034,0.025425,0.816817,0.297879,0.589340,0.851447,0.022358,0.616335,0.306147,0.385214,0.270334,0.680805,0.477170,0.089993,0.943187,0.438723,0.334999,0.062365,0.634814,0.926194,0.284173,0.367248,0.376115,0.806365,0.631613,0.874088,0.012375,0.358609,0.541149,0.206059,0.519080,0.671459,0.925770,0.007989,0.551843,0.286136,0.436954,0.350287,0.393177,0.303017,0.397393,0.113880,0.137979,0.710217,0.789974,0.327399,0.273594,0.647420,0.474083,0.610840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result51Dec,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result51Enc,0.696537,0.623418,0.852953,0.597533,0.061741,0.081212,0.589607,0.358795,0.275043,0.554614,0.612670,0.108055,0.433843,0.937437,0.564925,0.213303,0.477278,0.928436,0.831060,0.623200,0.408001,0.028151,0.856171,0.125591,0.882845,0.331140,0.740490,0.078550,0.692252,0.666602,0.218564,0.695431,0.454708,0.560864,0.687772,0.741293,0.918369,0.455557,0.449627,0.074926,0.975703,0.034021,0.327572,0.467861,0.012447,0.423152,0.871262,0.787788,0.433015,0.209934,0.027304,0.141738,0.253827,0.132692,0.030798,0.245516,0.650118,0.399462,0.343794,0.974204,0.377448,0.437058,0.571908,0.832178,0.979028,0.323601,0.725133,0.670748,0.857033,0.003585,0.878590,0.635052,0.893696,0.125994,0.396901,0.324548,0.134264,0.184115,0.712555,0.044247,0.744847,0.273594,0.275043,0.313904,0.887812,0.798111,0.657710,0.937502,0.588636,0.370722,0.792588,0.728379,0.753401,0.844694,0.073484,0.617991,0.975438,0.445941,0.083505,0.801876,0.890558,0.172771,0.525415,0.856554,0.478584,0.813564,0.589340,0.477387,0.350468,0.615034,0.025425,0.816817,0.297879,0.589340,0.851447,0.022358,0.616335,0.306147,0.385214,0.270334,0.680805,0.477170,0.089993,0.943187,0.438723,0.334999,0.062365,0.634814,0.926194,0.284173,0.367248,0.376115,0.806365,0.631613,0.874088,0.012375,0.358609,0.541149,0.206059,0.519080,0.671459,0.925770,0.007989,0.551843,0.286136,0.436954,0.350287,0.393177,0.303017,0.397393,0.113880,0.137979,0.710217,0.789974,0.327399,0.273594,0.647420,0.474083,0.610840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result52Dec,0.610051,0.473961,0.917794,0.688582,0.171393,0.327667,0.314498,0.646355,0.388019,0.334647,0.898941,0.062755,0.550459,0.612433,0.838030,0.485030,0.695784,0.891495,0.295616,0.957497,0.290888,0.753060,0.065391,0.839830,0.716408,0.846368,0.116385,0.712672,0.203991,0.117179,0.501041,0.437370,0.188162,0.238307,0.638966,0.645491,0.337914,0.524622,0.132185,0.783509,0.820050,0.569228,0.000561,0.734966,0.978959,0.140047,0.992877,0.080380,0.206976,0.033070,0.109692,0.706236,0.053847,0.275808,0.273441,0.097895,0.754650,0.145218,0.151306,0.610779,0.780642,0.102966,0.215193,0.079165,0.127539,0.324375,0.389474,0.834002,0.004242,0.758503,0.606646,0.805939,0.861403,0.084523,0.063366,0.858083,0.375830,0.259632,0.575291,0.076993,0.266581,0.190728,0.388019,0.234089,0.161715,0.406604,0.953957,0.312476,0.153781,0.739456,0.162316,0.746219,0.773656,0.080652,0.133073,0.083365,0.007883,0.632206,0.716408,0.199668,0.012840,0.601574,0.215319,0.745076,0.852803,0.323687,0.967387,0.756351,0.181291,0.907725,0.488104,0.822126,0.678086,0.658422,0.379260,0.151826,0.819946,0.194020,0.588166,0.287477,0.033763,0.645491,0.251033,0.176450,0.513113,0.186579,0.414124,0.355393,0.848818,0.802841,0.342451,0.755331,0.311638,0.441853,0.903179,0.313652,0.508068,0.920363,0.470450,0.400449,0.869148,0.704478,0.923126,0.414527,0.014838,0.829021,0.597334,0.544017,0.731965,0.739571,0.411307,0.569461,0.354569,0.566901,0.884161,0.190728,0.088249,0.923756,0.218536,0.926154,0.669371,0.551317,0.455820,0.651190,0.493614,0.574639,0.183223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result52Enc,0.696537,0.623418,0.852953,0.597533,0.061741,0.081212,0.589607,0.358795,0.275043,0.554614,0.612670,0.108055,0.433843,0.937437,0.564925,0.213303,0.477278,0.928436,0.831060,0.623200,0.408001,0.028151,0.856171,0.125591,0.882845,0.331140,0.740490,0.078550,0.692252,0.666602,0.218564,0.695431,0.454708,0.560864,0.687772,0.741293,0.918369,0.455557,0.449627,0.074926,0.975703,0.034021,0.327572,0.467861,0.012447,0.423152,0.871262,0.787788,0.433015,0.209934,0.027304,0.141738,0.253827,0.132692,0.030798,0.245516,0.650118,0.399462,0.343794,0.974204,0.377448,0.437058,0.571908,0.832178,0.979028,0.323601,0.725133,0.670748,0.857033,0.003585,0.878590,0.635052,0.893696,0.125994,0.396901,0.324548,0.134264,0.184115,0.712555,0.044247,0.744847,0.273594,0.275043,0.313904,0.887812,0.798111,0.657710,0.937502,0.588636,0.370722,0.792588,0.728379,0.753401,0.844694,0.073484,0.617991,0.975438,0.445941,0.083505,0.801876,0.890558,0.172771,0.525415,0.856554,0.478584,0.813564,0.589340,0.477387,0.350468,0.615034,0.025425,0.816817,0.297879,0.589340,0.851447,0.022358,0.616335,0.306147,0.385214,0.270334,0.680805,0.477170,0.089993,0.943187,0.438723,0.334999,0.062365,0.634814,0.926194,0.284173,0.367248,0.376115,0.806365,0.631613,0.874088,0.012375,0.358609,0.541149,0.206059,0.519080,0.671459,0.925770,0.007989,0.551843,0.286136,0.436954,0.350287,0.393177,0.303017,0.397393,0.113880,0.137979,0.710217,0.789974,0.327399,0.273594,0.647420,0.474083,0.610840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result53Dec,0.610051,0.473961,0.917794,0.688582,0.171393,0.327667,0.314498,0.646355,0.388019,0.334647,0.898941,0.062755,0.550459,0.612433,0.838030,0.485030,0.695784,0.891495,0.295616,0.957497,0.290888,0.753060,0.065391,0.839830,0.716408,0.846368,0.116385,0.712672,0.203991,0.117179,0.501041,0.437370,0.188162,0.238307,0.638966,0.645491,0.337914,0.524622,0.132185,0.783509,0.820050,0.569228,0.000561,0.734966,0.978959,0.140047,0.992877,0.080380,0.206976,0.033070,0.109692,0.706236,0.053847,0.275808,0.273441,0.097895,0.754650,0.145218,0.151306,0.610779,0.780642,0.102966,0.215193,0.079165,0.127539,0.324375,0.389474,0.834002,0.004242,0.758503,0.606646,0.805939,0.861403,0.084523,0.063366,0.858083,0.375830,0.259632,0.575291,0.076993,0.266581,0.190728,0.388019,0.234089,0.161715,0.406604,0.953957,0.312476,0.153781,0.739456,0.162316,0.746219,0.773656,0.080652,0.133073,0.083365,0.007883,0.632206,0.716408,0.199668,0.012840,0.601574,0.215319,0.745076,0.852803,0.323687,0.967387,0.756351,0.181291,0.907725,0.488104,0.822126,0.678086,0.658422,0.379260,0.151826,0.819946,0.194020,0.588166,0.287477,0.033763,0.645491,0.251033,0.176450,0.513113,0.186579,0.414124,0.355393,0.848818,0.802841,0.342451,0.755331,0.311638,0.441853,0.903179,0.313652,0.508068,0.920363,0.470450,0.400449,0.869148,0.704478,0.923126,0.414527,0.014838,0.829021,0.597334,0.544017,0.731965,0.739571,0.411307,0.569461,0.354569,0.566901,0.884161,0.190728,0.088249,0.923756,0.218536,0.926154,0.669371,0.551317,0.455820,0.651190,0.493614,0.574639,0.183223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result53Enc,0.696537,0.623418,0.852953,0.597533,0.061741,0.081212,0.589607,0.358795,0.275043,0.554614,0.612670,0.108055,0.433843,0.937437,0.564925,0.213303,0.477278,0.928436,0.831060,0.623200,0.408001,0.028151,0.856171,0.125591,0.882845,0.331140,0.740490,0.078550,0.692252,0.666602,0.218564,0.695431,0.454708,0.560864,0.687772,0.741293,0.918369,0.455557,0.449627,0.074926,0.975703,0.034021,0.327572,0.467861,0.012447,0.423152,0.871262,0.787788,0.433015,0.209934,0.027304,0.141738,0.253827,0.132692,0.030798,0.245516,0.650118,0.399462,0.343794,0.974204,0.377448,0.437058,0.571908,0.832178,0.979028,0.323601,0.725133,0.670748,0.857033,0.003585,0.878590,0.635052,0.893696,0.125994,0.396901,0.324548,0.134264,0.184115,0.712555,0.044247,0.744847,0.273594,0.275043,0.313904,0.887812,0.798111,0.657710,0.937502,0.588636,0.370722,0.792588,0.728379,0.753401,0.844694,0.073484,0.617991,0.975438,0.445941,0.083505,0.801876,0.890558,0.172771,0.525415,0.856554,0.478584,0.813564,0.589340,0.477387,0.350468,0.615034,0.025425,0.816817,0.297879,0.589340,0.851447,0.022358,0.616335,0.306147,0.385214,0.270334,0.680805,0.477170,0.089993,0.943187,0.438723,0.334999,0.062365,0.634814,0.926194,0.284173,0.367248,0.376115,0.806365,0.631613,0.874088,0.012375,0.358609,0.541149,0.206059,0.519080,0.671459,0.925770,0.007989,0.551843,0.286136,0.436954,0.350287,0.393177,0.303017,0.397393,0.113880,0.137979,0.710217,0.789974,0.327399,0.273594,0.647420,0.474083,0.610840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result54Dec,0.610051,0.473961,0.917794,0.688582,0.171393,0.327667,0.314498,0.646355,0.388019,0.334647,0.898941,0.062755,0.550459,0.612433,0.838030,0.485030,0.695784,0.891495,0.295616,0.957497,0.290888,0.753060,0.065391,0.839830,0.716408,0.846368,0.116385,0.712672,0.203991,0.117179,0.501041,0.437370,0.188162,0.238307,0.638966,0.645491,0.337914,0.524622,0.132185,0.783509,0.820050,0.569228,0.000561,0.734966,0.978959,0.140047,0.992877,0.080380,0.206976,0.033070,0.109692,0.706236,0.053847,0.275808,0.273441,0.097895,0.754650,0.145218,0.151306,0.610779,0.780642,0.102966,0.215193,0.079165,0.127539,0.324375,0.389474,0.834002,0.004242,0.758503,0.606646,0.805939,0.861403,0.084523,0.063366,0.858083,0.375830,0.259632,0.575291,0.076993,0.266581,0.190728,0.388019,0.234089,0.161715,0.406604,0.953957,0.312476,0.153781,0.739456,0.162316,0.746219,0.773656,0.080652,0.133073,0.083365,0.007883,0.632206,0.716408,0.199668,0.012840,0.601574,0.215319,0.745076,0.852803,0.323687,0.967387,0.756351,0.181291,0.907725,0.488104,0.822126,0.678086,0.658422,0.379260,0.151826,0.819946,0.194020,0.588166,0.287477,0.033763,0.645491,0.251033,0.176450,0.513113,0.186579,0.414124,0.355393,0.848818,0.802841,0.342451,0.755331,0.311638,0.441853,0.903179,0.313652,0.508068,0.920363,0.470450,0.400449,0.869148,0.704478,0.923126,0.414527,0.014838,0.829021,0.597334,0.544017,0.731965,0.739571,0.411307,0.569461,0.354569,0.566901,0.884161,0.190728,0.088249,0.923756,0.218536,0.926154,0.669371,0.551317,0.455820,0.651190,0.493614,0.574639,0.183223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result54Enc,0.696537,0.623418,0.852953,0.597533,0.061741,0.081212,0.589607,0.358795,0.275043,0.554614,0.612670,0.108055,0.433843,0.937437,0.564925,0.213303,0.477278,0.928436,0.831060,0.623200,0.408001,0.028151,0.856171,0.125591,0.882845,0.331140,0.740490,0.078550,0.692252,0.666602,0.218564,0.695431,0.454708,0.560864,0.687772,0.741293,0.918369,0.455557,0.449627,0.074926,0.975703,0.034021,0.327572,0.467861,0.012447,0.423152,0.871262,0.787788,0.433015,0.209934,0.027304,0.141738,0.253827,0.132692,0.030798,0.245516,0.650118,0.399462,0.343794,0.974204,0.377448,0.437058,0.571908,0.832178,0.979028,0.323601,0.725133,0.670748,0.857033,0.003585,0.878590,0.635052,0.893696,0.125994,0.396901,0.324548,0.134264,0.184115,0.712555,0.044247,0.744847,0.273594,0.275043,0.313904,0.887812,0.798111,0.657710,0.937502,0.588636,0.370722,0.792588,0.728379,0.753401,0.844694,0.073484,0.617991,0.975438,0.445941,0.083505,0.801876,0.890558,0.172771,0.525415,0.856554,0.478584,0.813564,0.589340,0.477387,0.350468,0.615034,0.025425,0.816817,0.297879,0.589340,0.851447,0.022358,0.616335,0.306147,0.385214,0.270334,0.680805,0.477170,0.089993,0.943187,0.438723,0.334999,0.062365,0.634814,0.926194,0.284173,0.367248,0.376115,0.806365,0.631613,0.874088,0.012375,0.358609,0.541149,0.206059,0.519080,0.671459,0.925770,0.007989,0.551843,0.286136,0.436954,0.350287,0.393177,0.303017,0.397393,0.113880,0.137979,0.710217,0.789974,0.327399,0.273594,0.647420,0.474083,0.610840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result55Dec,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000262,0.000072,0.000001,0.001274,0.000003,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.004964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result55Enc,0.696537,0.623418,0.852953,0.597533,0.061741,0.081212,0.589607,0.358795,0.275043,0.554614,0.612670,0.108055,0.433843,0.937437,0.564925,0.213303,0.477278,0.928436,0.831060,0.623200,0.408001,0.028151,0.856171,0.125591,0.882845,0.331140,0.740490,0.078550,0.692252,0.666602,0.218564,0.695431,0.454708,0.560864,0.687772,0.741293,0.918369,0.455557,0.449627,0.074926,0.975703,0.034021,0.327572,0.467861,0.012447,0.423152,0.871262,0.787788,0.433015,0.209934,0.027304,0.141738,0.253827,0.132692,0.030798,0.245516,0.650118,0.399462,0.343794,0.974204,0.377448,0.437058,0.571908,0.832178,0.979028,0.323601,0.725133,0.670748,0.857033,0.003585,0.878590,0.635052,0.893696,0.125994,0.396901,0.324548,0.134264,0.184115,0.712555,0.044247,0.744847,0.273594,0.275043,0.313904,0.887812,0.798111,0.657710,0.937502,0.588636,0.370722,0.792588,0.728379,0.753401,0.844694,0.073484,0.617991,0.975438,0.445941,0.083505,0.801876,0.890558,0.172771,0.525415,0.856554,0.478584,0.813564,0.589340,0.477387,0.350468,0.615034,0.025425,0.816817,0.297879,0.589340,0.851447,0.022358,0.616335,0.306147,0.385214,0.270334,0.680805,0.477170,0.089993,0.943187,0.438723,0.334999,0.062365,0.634814,0.926194,0.284173,0.367248,0.376115,0.806365,0.631613,0.874088,0.012375,0.358609,0.541149,0.206059,0.519080,0.671459,0.925770,0.007989,0.551843,0.286136,0.436954,0.350287,0.393177,0.303017,0.397393,0.113880,0.137979,0.710217,0.789974,0.327399,0.273594,0.647420,0.474083,0.610840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Result56Dec,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000262,0.000072,0.000001,0.001274,0.000003,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.004964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
